O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
51-2031.00	13962	Read and interpret assembly blueprints and specifications manuals, and plan assembly or building operations.	Core	141	06/2007	Incumbent
51-2031.00	13963	Maintain and lubricate parts and components.	Core	144	06/2007	Incumbent
51-2031.00	13964	Assemble systems of gears by aligning and meshing gears in gearboxes.	Supplemental	142	06/2007	Incumbent
51-2031.00	13965	Verify conformance of parts to stock lists and blueprints, using measuring instruments such as calipers, gauges, and micrometers.	Supplemental	142	06/2007	Incumbent
51-2031.00	13966	Fasten and install piping, fixtures, or wiring and electrical components to form assemblies or subassemblies, using hand tools, rivet guns, and welding equipment.	Supplemental	142	06/2007	Incumbent
51-2031.00	13967	Remove rough spots, and smooth surfaces to fit, trim, or clean parts, using hand tools and power tools.	Supplemental	143	06/2007	Incumbent
51-2031.00	13968	Lay out and drill, ream, tap, and cut parts for assembly.	Supplemental	142	06/2007	Incumbent
51-2031.00	13969	Set up and operate metalworking machines, such as milling and grinding machines, to shape or fabricate parts.	Supplemental	142	06/2007	Incumbent
51-2041.00	10035	Position, align, fit, and weld parts to form complete units or subunits, following blueprints and layout specifications, and using jigs, welding torches, and hand tools.	Core	84	06/2006	Incumbent
51-2041.00	10036	Verify conformance of workpieces to specifications, using squares, rulers, and measuring tapes.	Core	85	06/2006	Incumbent
51-2041.00	10037	Tack-weld fitted parts together.	Core	83	06/2006	Incumbent
51-2041.00	10038	Lay out and examine metal stock or workpieces to be processed to ensure that specifications are met.	Core	82	06/2006	Incumbent
51-2041.00	10039	Align and fit parts according to specifications, using jacks, turnbuckles, wedges, drift pins, pry bars, and hammers.	Core	82	06/2006	Incumbent
51-2041.00	10040	Locate and mark workpiece bending and cutting lines, allowing for stock thickness, machine and welding shrinkage, and other component specifications.	Core	84	06/2006	Incumbent
51-2041.00	10041	Position or tighten braces, jacks, clamps, ropes, or bolt straps, or bolt parts in position for welding or riveting.	Core	83	06/2006	Incumbent
51-2041.00	10042	Study engineering drawings and blueprints to determine materials requirements and task sequences.	Core	83	06/2006	Incumbent
51-2041.00	10043	Move parts into position, manually or with hoists or cranes.	Core	83	06/2006	Incumbent
51-2041.00	10044	Set up and operate fabricating machines, such as brakes, rolls, shears, flame cutters, grinders, and drill presses, to bend, cut, form, punch, drill, or otherwise form and assemble metal components.	Core	83	06/2006	Incumbent
51-2041.00	10045	Hammer, chip, and grind workpieces to cut, bend, and straighten metal.	Core	82	06/2006	Incumbent
51-2041.00	10046	Smooth workpiece edges and fix taps, tubes, and valves.	Core	82	06/2006	Incumbent
51-2041.00	10047	Design and construct templates and fixtures, using hand tools.	Core	82	06/2006	Incumbent
51-2041.00	10048	Straighten warped or bent parts, using sledges, hand torches, straightening presses, or bulldozers.	Core	82	06/2006	Incumbent
51-2041.00	10049	Mark reference points onto floors or face blocks and transpose them to workpieces, using measuring devices, squares, chalk, and soapstone.	Core	82	06/2006	Incumbent
51-2041.00	10050	Set up face blocks, jigs, and fixtures.	Core	79	06/2006	Incumbent
51-2041.00	10051	Remove high spots and cut bevels, using hand files, portable grinders, and cutting torches.	Core	83	06/2006	Incumbent
51-2041.00	10052	Direct welders to build up low spots or short pieces with weld.	Core	84	06/2006	Incumbent
51-2041.00	10053	Lift or move materials and finished products, using large cranes.	Supplemental	83	06/2006	Incumbent
51-2041.00	10054	Heat-treat parts, using acetylene torches.	Supplemental	80	06/2006	Incumbent
51-2041.00	10055	Preheat workpieces to make them malleable, using hand torches or furnaces.	Supplemental	82	06/2006	Incumbent
51-2041.00	10056	Install boilers, containers, and other structures.	Supplemental	80	06/2006	Incumbent
51-2041.00	10057	Erect ladders and scaffolding to fit together large assemblies.	Supplemental	84	06/2006	Incumbent
51-2091.00	13970	Release air bubbles and smooth seams, using rollers.	Core	120	06/2007	Incumbent
51-2091.00	13971	Spray chopped fiberglass, resins, and catalysts onto prepared molds or dies using pneumatic spray guns with chopper attachments.	Core	120	06/2007	Incumbent
51-2091.00	13972	Select precut fiberglass mats, cloth, and woodbracing materials as required by projects being assembled.	Core	121	06/2007	Incumbent
51-2091.00	13973	Pat or press layers of saturated mat or cloth into place on molds, using brushes or hands, and smooth out wrinkles and air bubbles with hands or squeegees.	Core	120	06/2007	Incumbent
51-2091.00	13974	Mix catalysts into resins, and saturate cloth and mats with mixtures, using brushes.	Core	119	06/2007	Incumbent
51-2091.00	13975	Bond wood reinforcing strips to decks and cabin structures of watercraft, using resin-saturated fiberglass.	Core	121	06/2007	Incumbent
51-2091.00	13976	Check completed products for conformance to specifications and for defects by measuring with rulers or micrometers, by checking them visually, or by tapping them to detect bubbles or dead spots.	Core	120	06/2007	Incumbent
51-2091.00	13977	Trim excess materials from molds, using hand shears or trimming knives.	Core	120	06/2007	Incumbent
51-2091.00	13978	Repair or modify damaged or defective glass-fiber parts, checking thicknesses, densities, and contours to ensure a close fit after repair.	Core	122	06/2007	Incumbent
51-2091.00	13979	Cure materials by letting them set at room temperature, placing them under heat lamps, or baking them in ovens.	Core	120	06/2007	Incumbent
51-2091.00	13980	Apply layers of plastic resin to mold surfaces prior to placement of fiberglass mats, repeating layers until products have the desired thicknesses and plastics have jelled.	Supplemental	118	06/2007	Incumbent
51-2091.00	13981	Mask off mold areas which are not to be laminated, using cellophane, wax paper, masking tape, or special sprays containing mold-release substances.	Supplemental	119	06/2007	Incumbent
51-2091.00	13982	Apply lacquers and waxes to mold surfaces to facilitate assembly and removal of laminated parts.	Supplemental	121	06/2007	Incumbent
51-2091.00	13983	Check all dies, templates, and cutout patterns to be used in the manufacturing process to ensure that they conform to dimensional data, photographs, blueprints, samples, and/or customer specifications.	Supplemental	119	06/2007	Incumbent
51-2091.00	13984	Inspect, clean, and assemble molds before beginning work.	Supplemental	119	06/2007	Incumbent
51-2091.00	13985	Trim cured materials by sawing them with diamond-impregnated cutoff wheels.	Supplemental	116	06/2007	Incumbent
51-2092.00	8468	Rotate through all the tasks required in a particular production process.	Core	266	12/2005	Incumbent
51-2092.00	8469	Determine work assignments and procedures.	Core	264	12/2005	Incumbent
51-2092.00	8470	Shovel and sweep work areas.	Core	269	12/2005	Incumbent
51-2092.00	8471	Operate heavy equipment such as forklifts.	Supplemental	264	12/2005	Incumbent
51-2092.00	8472	Provide assistance in the production of wiring assemblies.	Supplemental	260	12/2005	Incumbent
51-2093.00	15003	Assemble and install components of timepieces to complete mechanisms, using watchmakers' tools and loupes.	Core	53	06/2008	Incumbent
51-2093.00	15004	Observe operation of timepiece parts and subassemblies to determine accuracy of movement, and to diagnose causes of defects.	Core	54	06/2008	Incumbent
51-2093.00	15005	Test operation and fit of timepiece parts and subassemblies, using electronic testing equipment, tweezers, watchmakers' tools, and loupes.	Core	53	06/2008	Incumbent
51-2093.00	15006	Replace specified parts to repair malfunctioning timepieces, using watchmakers' tools, loupes, and holding fixtures.	Core	54	06/2008	Incumbent
51-2093.00	15007	Disassemble timepieces such as watches, clocks, and chronometers so that repairs can be made.	Core	53	06/2008	Incumbent
51-2093.00	15008	Clean and lubricate timepiece parts and assemblies, using solvents, buff sticks, and oil.	Core	54	06/2008	Incumbent
51-2093.00	15009	Examine components of timepieces such as watches, clocks, or chronometers for defects, using loupes or microscopes.	Core	53	06/2008	Incumbent
51-2093.00	15010	Bend parts, such as hairsprings, pallets, barrel covers, and bridges, to correct deficiencies in truing or endshake, using tweezers.	Core	52	06/2008	Incumbent
51-2093.00	15011	Change timing weights on balance wheels to correct deficient timing.	Supplemental	53	06/2008	Incumbent
51-2093.00	15012	Adjust sizes or positioning of timepiece parts to achieve specified fit or function, using calipers, fixtures, and loupes.	Supplemental	52	06/2008	Incumbent
51-2093.00	15013	Mount hairsprings and balance wheel assemblies between jaws of truing calipers.	Supplemental	51	06/2008	Incumbent
51-2093.00	15014	Estimate spaces between collets and first inner coils in order to determine if spaces are within acceptable limits.	Supplemental	50	06/2008	Incumbent
51-2093.00	15015	Bend inner coils of springs away from or toward collets, using tweezers, in order to locate centers of collets in centers of springs, and to correct errors resulting from faulty colleting of coils.	Supplemental	50	06/2008	Incumbent
51-2093.00	15016	Turn wheels of calipers and examine springs, using loupes, to determine if center coils appear as perfect circles.	Supplemental	50	06/2008	Incumbent
51-2093.00	15017	Examine and adjust hairspring assemblies to ensure horizontal and circular alignment of hairsprings, using calipers, loupes, and watchmakers' tools.	Supplemental	52	06/2008	Incumbent
51-2093.00	15018	Review blueprints, sketches, or work orders to gather information about tasks to be completed.	Supplemental	53	06/2008	Incumbent
51-2093.00	15019	Tighten or replace loose jewels, using watchmakers' tools.	Supplemental	52	06/2008	Incumbent
51-3011.00	11915	Observe color of products being baked, and adjust oven temperatures, humidity, and conveyor speeds accordingly.	Core	128	12/2006	Incumbent
51-3011.00	11916	Set oven temperatures and place items into hot ovens for baking.	Core	128	12/2006	Incumbent
51-3011.00	11917	Combine measured ingredients in bowls of mixing, blending, or cooking machinery.	Core	126	12/2006	Incumbent
51-3011.00	11918	Measure and weigh flour and other ingredients to prepare batters, doughs, fillings, and icings, using scales and graduated containers.	Core	127	12/2006	Incumbent
51-3011.00	11919	Roll, knead, cut, and shape dough to form sweet rolls, pie crusts, tarts, cookies, and other products.	Core	126	12/2006	Incumbent
51-3011.00	11920	Place dough in pans, molds, or on sheets, and bake in production ovens or on grills.	Core	128	12/2006	Incumbent
